Timestamp,Date,Sensor_Pct,Model_ETc
14:31:52,2026-04-14,21.09,0.0
14:31:54,2026-04-14,21.64,0.0
14:31:56,2026-04-14,21.27,0.0
14:31:58,2026-04-14,21.64,0.0
14:32:00,2026-04-14,21.45,0.0
14:32:02,2026-04-14,21.09,0.0
14:32:04,2026-04-14,20.55,0.0
14:32:06,2026-04-14,21.64,0.0
14:32:08,2026-04-14,21.45,0.0
14:32:10,2026-04-14,20.73,0.0
14:32:12,2026-04-14,21.27,0.0
14:32:14,2026-04-14,21.27,0.0
14:32:16,2026-04-14,21.82,0.0
14:32:18,2026-04-14,21.82,0.0
14:32:21,2026-04-14,19.64,0.0
14:32:22,2026-04-14,21.27,0.0
14:32:25,2026-04-14,21.27,0.0
14:32:26,2026-04-14,21.45,0.0
14:32:28,2026-04-14,21.09,0.0
14:32:30,2026-04-14,21.27,0.0
14:32:32,2026-04-14,21.27,0.0
14:32:34,2026-04-14,24.91,0.0
14:32:36,2026-04-14,20.91,0.0
14:32:39,2026-04-14,21.27,0.0
14:32:40,2026-04-14,21.27,0.0
14:32:42,2026-04-14,21.27,0.0
14:32:44,2026-04-14,21.45,0.0
14:32:46,2026-04-14,21.64,0.0
14:32:48,2026-04-14,20.91,0.0
14:32:51,2026-04-14,20.91,0.0
14:32:52,2026-04-14,20.91,0.0
14:32:54,2026-04-14,23.09,0.0
14:33:00,2026-04-14,21.45,0.0
14:33:07,2026-04-14,21.45,0.0
14:33:12,2026-04-14,21.27,0.0
14:33:19,2026-04-14,21.45,0.0
14:33:25,2026-04-14,20.91,0.0
14:33:31,2026-04-14,20.91,0.0
14:33:37,2026-04-14,20.73,0.0
14:33:43,2026-04-14,21.09,0.0
14:33:49,2026-04-14,21.64,0.0
14:33:55,2026-04-14,22.0,0.0
14:34:01,2026-04-14,20.73,0.0
14:34:07,2026-04-14,21.45,0.0
14:34:13,2026-04-14,21.27,0.0
14:34:19,2026-04-14,21.27,0.0
14:34:25,2026-04-14,22.0,0.0
14:34:31,2026-04-14,20.91,0.0
14:34:37,2026-04-14,20.91,0.0
14:34:43,2026-04-14,20.91,0.0
14:34:49,2026-04-14,22.0,0.0
14:34:55,2026-04-14,21.27,0.0
14:35:01,2026-04-14,21.64,0.0
14:35:07,2026-04-14,21.09,0.0
14:35:13,2026-04-14,21.27,0.0
14:35:19,2026-04-14,21.64,0.0
14:35:25,2026-04-14,21.82,0.0
14:35:31,2026-04-14,21.09,0.0
14:35:37,2026-04-14,21.27,0.0
14:35:43,2026-04-14,21.27,0.0
14:35:49,2026-04-14,21.27,0.0
14:35:55,2026-04-14,20.91,0.0
14:36:01,2026-04-14,22.0,0.0
14:36:07,2026-04-14,21.45,0.0
14:36:13,2026-04-14,22.0,0.0
14:36:19,2026-04-14,21.45,0.0
14:36:25,2026-04-14,21.45,0.0
14:36:31,2026-04-14,22.0,0.0
14:36:37,2026-04-14,21.45,0.0
14:36:43,2026-04-14,21.27,0.0
14:36:49,2026-04-14,21.64,0.0
14:36:55,2026-04-14,21.09,0.0
14:37:01,2026-04-14,21.27,0.0
14:37:07,2026-04-14,21.45,0.0
14:37:13,2026-04-14,21.27,0.0
14:37:19,2026-04-14,20.91,0.0
14:41:47,2026-04-14,21.45,0.0
14:41:53,2026-04-14,22.0,0.0
14:41:59,2026-04-14,23.09,0.0
14:42:05,2026-04-14,21.45,0.0
14:42:11,2026-04-14,22.0,0.0
14:42:17,2026-04-14,21.64,0.0
14:42:23,2026-04-14,21.64,0.0
14:42:29,2026-04-14,21.45,0.0
14:42:35,2026-04-14,21.27,0.0
14:42:41,2026-04-14,20.91,0.0
14:42:47,2026-04-14,21.45,0.0
14:42:53,2026-04-14,21.45,0.0
14:42:59,2026-04-14,21.27,0.0
14:43:05,2026-04-14,21.45,0.0
14:43:11,2026-04-14,21.27,0.0
14:43:17,2026-04-14,21.45,0.0
14:43:23,2026-04-14,21.27,0.0
14:43:29,2026-04-14,21.27,0.0
14:43:35,2026-04-14,21.27,0.0
14:43:41,2026-04-14,20.91,0.0
14:43:47,2026-04-14,20.91,0.0
14:43:53,2026-04-14,21.27,0.0
14:43:59,2026-04-14,20.91,0.0
14:44:05,2026-04-14,21.27,0.0
14:44:11,2026-04-14,21.45,0.0
14:44:17,2026-04-14,20.91,0.0
14:44:33,2026-04-14,21.27,0.0
14:44:39,2026-04-14,21.45,0.0
14:44:45,2026-04-14,21.64,0.0
14:44:51,2026-04-14,22.0,0.0
14:44:57,2026-04-14,21.45,0.0
14:45:03,2026-04-14,21.64,0.0
14:45:09,2026-04-14,21.45,0.0
14:45:15,2026-04-14,21.45,0.0
14:45:21,2026-04-14,21.45,0.0
14:45:25,2026-04-14,21.45,0.0
14:45:27,2026-04-14,21.64,0.0
14:45:31,2026-04-14,23.09,0.0
14:45:33,2026-04-14,21.45,0.0
14:45:37,2026-04-14,21.45,0.0
14:45:39,2026-04-14,21.27,0.0
14:45:43,2026-04-14,21.64,1.0689260792887267
14:45:45,2026-04-14,21.45,1.0689260792887267
14:45:49,2026-04-14,21.64,1.0689260792887267
14:45:51,2026-04-14,21.64,1.0689260792887267
14:45:55,2026-04-14,21.27,1.0689260792887267
14:45:57,2026-04-14,21.27,1.0689260792887267
14:45:59,2026-04-14,21.09,1.0689260792887267
14:46:01,2026-04-14,21.45,1.0689260792887267
14:46:03,2026-04-14,21.27,1.0689260792887267
14:46:05,2026-04-14,21.27,1.0689260792887267
14:46:07,2026-04-14,20.91,1.0689260792887267
14:46:09,2026-04-14,21.27,1.0689260792887267
14:46:11,2026-04-14,21.64,1.0689260792887267
14:46:13,2026-04-14,21.27,1.0689260792887267
14:46:15,2026-04-14,22.0,1.0689260792887267
14:46:17,2026-04-14,21.45,1.0689260792887267
14:46:19,2026-04-14,22.0,1.0689260792887267
14:46:21,2026-04-14,24.18,1.0689260792887267
14:46:23,2026-04-14,21.09,1.0689260792887267
14:46:25,2026-04-14,21.27,1.0689260792887267
14:46:27,2026-04-14,21.64,1.0689260792887267
14:46:29,2026-04-14,21.27,1.0689260792887267
14:46:31,2026-04-14,20.91,1.0689260792887267
14:46:33,2026-04-14,21.09,1.0689260792887267
14:46:35,2026-04-14,22.73,1.0689260792887267
14:46:37,2026-04-14,20.73,1.0689260792887267
14:46:39,2026-04-14,21.27,1.0689260792887267
14:46:41,2026-04-14,21.45,1.0689260792887267
14:46:43,2026-04-14,21.64,1.0689260792887267
14:46:47,2026-04-14,21.09,1.0689260792887267
14:46:49,2026-04-14,21.45,1.0689260792887267
14:46:51,2026-04-14,21.27,1.0689260792887267
14:46:57,2026-04-14,21.64,1.0689260792887267
14:47:04,2026-04-14,23.27,1.0689260792887267
14:47:09,2026-04-14,20.91,1.0689260792887267
14:47:15,2026-04-14,21.27,1.0689260792887267
15:05:50,2026-04-14,20.91,1.0689260792887267
15:05:52,2026-04-14,20.55,1.0689260792887267
15:05:56,2026-04-14,20.55,1.0689260792887267
15:05:58,2026-04-14,20.73,1.0689260792887267
15:06:02,2026-04-14,23.27,1.0689260792887267
15:06:04,2026-04-14,20.73,1.0689260792887267
15:06:08,2026-04-14,20.73,1.0689260792887267
15:06:10,2026-04-14,20.91,1.0689260792887267
15:06:14,2026-04-14,20.91,1.0689260792887267
15:06:16,2026-04-14,20.18,1.0689260792887267
15:06:20,2026-04-14,22.73,1.0689260792887267
15:06:22,2026-04-14,30.91,1.0689260792887267
15:06:26,2026-04-14,24.73,1.0689260792887267
15:06:28,2026-04-14,20.91,1.0689260792887267
15:06:32,2026-04-14,20.91,1.0689260792887267
15:06:34,2026-04-14,28.55,1.0689260792887267
15:06:38,2026-04-14,23.64,1.0689260792887267
15:06:40,2026-04-14,19.64,1.0689260792887267
15:06:44,2026-04-14,19.45,1.0689260792887267
15:06:46,2026-04-14,20.36,1.0689260792887267
15:06:50,2026-04-14,12.0,1.0689260792887267
15:06:52,2026-04-14,10.36,1.0689260792887267
15:06:56,2026-04-14,20.55,1.0689260792887267
15:06:58,2026-04-14,20.36,1.0689260792887267
15:07:02,2026-04-14,20.18,1.0689260792887267
15:07:08,2026-04-14,20.91,1.0689260792887267
15:07:12,2026-04-14,20.55,1.0689260792887267
15:07:14,2026-04-14,20.73,1.0689260792887267
15:07:18,2026-04-14,25.64,1.0689260792887267
15:07:20,2026-04-14,27.09,1.0689260792887267
15:07:24,2026-04-14,18.91,1.0689260792887267
15:07:26,2026-04-14,20.73,1.0689260792887267
15:07:30,2026-04-14,22.55,1.0689260792887267
15:07:32,2026-04-14,20.36,1.0689260792887267
15:07:36,2026-04-14,22.18,1.0689260792887267
15:07:38,2026-04-14,20.91,1.0689260792887267
15:07:42,2026-04-14,25.82,1.0689260792887267
15:07:44,2026-04-14,20.55,1.0689260792887267
15:07:48,2026-04-14,21.27,1.0689260792887267
15:07:52,2026-04-14,22.0,1.0689260792887267
15:07:54,2026-04-14,20.36,1.0689260792887267
15:07:58,2026-04-14,20.18,1.0689260792887267
15:08:00,2026-04-14,20.36,1.0689260792887267
15:08:04,2026-04-14,34.0,1.0689260792887267
15:08:06,2026-04-14,20.55,1.0689260792887267
15:08:10,2026-04-14,20.55,1.0689260792887267
15:08:12,2026-04-14,20.36,1.0689260792887267
15:08:16,2026-04-14,21.45,1.0689260792887267
15:08:18,2026-04-14,27.09,1.0689260792887267
15:08:22,2026-04-14,20.73,1.0689260792887267
15:08:24,2026-04-14,20.73,1.0689260792887267
15:08:28,2026-04-14,20.36,1.0689260792887267
15:08:30,2026-04-14,21.27,1.0689260792887267
15:08:34,2026-04-14,20.55,1.0689260792887267
15:08:36,2026-04-14,20.36,1.0689260792887267
15:08:40,2026-04-14,20.36,1.0689260792887267
15:08:42,2026-04-14,21.45,1.0689260792887267
15:08:46,2026-04-14,21.09,1.0689260792887267
15:08:48,2026-04-14,20.0,1.0689260792887267
15:08:52,2026-04-14,20.36,1.0689260792887267
15:08:54,2026-04-14,20.91,1.0689260792887267
15:08:58,2026-04-14,20.36,1.0689260792887267
15:09:00,2026-04-14,20.36,1.0689260792887267
15:09:04,2026-04-14,20.73,1.0689260792887267
15:09:06,2026-04-14,22.0,1.0689260792887267
15:09:10,2026-04-14,21.64,1.0689260792887267
15:09:12,2026-04-14,20.36,1.0689260792887267
15:09:16,2026-04-14,20.91,1.0689260792887267
15:09:18,2026-04-14,20.36,1.0689260792887267
15:09:22,2026-04-14,20.55,1.0689260792887267
15:09:24,2026-04-14,20.18,1.0689260792887267
15:09:28,2026-04-14,24.36,1.0689260792887267
15:09:32,2026-04-14,20.55,1.0689260792887267
15:09:34,2026-04-14,22.36,1.0689260792887267
15:09:38,2026-04-14,22.91,1.0689260792887267
15:09:40,2026-04-14,20.36,1.0689260792887267
15:09:44,2026-04-14,20.73,1.0689260792887267
15:09:46,2026-04-14,1.09,1.0689260792887267
15:09:50,2026-04-14,20.55,1.0689260792887267
15:09:52,2026-04-14,20.55,1.0689260792887267
15:09:56,2026-04-14,31.64,1.0689260792887267
15:09:58,2026-04-14,23.82,1.0689260792887267
15:10:02,2026-04-14,28.18,1.0689260792887267
15:10:04,2026-04-14,20.55,1.0689260792887267
15:10:08,2026-04-14,22.0,1.0689260792887267
15:10:10,2026-04-14,20.91,1.0689260792887267
15:10:14,2026-04-14,20.91,1.0689260792887267
15:10:16,2026-04-14,20.91,1.0689260792887267
15:10:20,2026-04-14,20.91,1.0689260792887267
15:10:22,2026-04-14,20.36,1.0689260792887267
15:10:26,2026-04-14,20.36,1.0689260792887267
15:10:28,2026-04-14,20.36,1.0689260792887267
15:10:32,2026-04-14,20.55,1.0689260792887267
15:10:34,2026-04-14,20.36,1.0689260792887267
15:10:38,2026-04-14,20.36,1.0689260792887267
15:10:40,2026-04-14,20.73,1.0689260792887267
15:10:44,2026-04-14,44.18,1.0689260792887267
15:10:46,2026-04-14,20.55,1.0689260792887267
15:10:50,2026-04-14,20.91,1.0689260792887267
15:10:52,2026-04-14,20.73,1.0689260792887267
15:10:56,2026-04-14,20.36,1.0689260792887267
15:10:58,2026-04-14,20.36,1.0689260792887267
15:11:02,2026-04-14,20.91,1.0689260792887267
15:11:04,2026-04-14,20.73,1.0689260792887267
15:11:08,2026-04-14,20.91,1.0689260792887267
15:11:10,2026-04-14,20.36,1.0689260792887267
15:11:14,2026-04-14,20.36,1.0689260792887267
15:11:16,2026-04-14,20.36,1.0689260792887267
15:11:20,2026-04-14,20.73,1.0689260792887267
15:11:22,2026-04-14,21.27,1.0689260792887267
15:11:26,2026-04-14,20.36,1.0689260792887267
15:11:28,2026-04-14,20.73,1.0689260792887267
15:11:32,2026-04-14,20.91,1.0689260792887267
15:11:34,2026-04-14,21.27,1.0689260792887267
15:11:39,2026-04-14,21.27,1.0689260792887267
15:11:41,2026-04-14,20.91,1.0689260792887267
15:11:44,2026-04-14,20.36,1.0689260792887267
15:11:46,2026-04-14,20.55,1.0689260792887267
15:11:50,2026-04-14,20.91,1.0689260792887267
15:11:52,2026-04-14,20.91,1.0689260792887267
15:11:56,2026-04-14,20.73,1.0689260792887267
15:11:58,2026-04-14,20.55,1.0689260792887267
15:12:02,2026-04-14,20.36,1.0689260792887267
15:12:04,2026-04-14,20.36,1.0689260792887267
15:12:08,2026-04-14,20.73,1.0689260792887267
15:12:10,2026-04-14,20.91,1.0689260792887267
15:12:14,2026-04-14,20.36,1.0689260792887267
15:12:16,2026-04-14,20.36,1.0689260792887267
15:12:20,2026-04-14,20.36,1.0689260792887267
15:12:23,2026-04-14,20.36,1.0689260792887267
15:12:27,2026-04-14,20.55,1.0689260792887267
15:12:29,2026-04-14,20.91,1.0689260792887267
15:12:33,2026-04-14,20.55,1.0689260792887267
15:12:35,2026-04-14,20.55,1.0689260792887267
15:12:39,2026-04-14,20.36,1.0689260792887267
15:12:41,2026-04-14,20.73,1.0689260792887267
15:12:45,2026-04-14,20.73,1.0689260792887267
15:12:47,2026-04-14,20.91,1.0689260792887267
15:12:51,2026-04-14,20.55,1.0689260792887267
15:12:53,2026-04-14,20.36,1.0689260792887267
15:12:57,2026-04-14,22.0,1.0689260792887267
15:12:59,2026-04-14,21.45,1.0689260792887267
15:13:03,2026-04-14,20.55,1.0689260792887267
15:13:05,2026-04-14,20.55,1.0689260792887267
2026-04-17 08:21:14,100,1.07,OFF
2026-04-17 08:21:24,0,1.07,ON
2026-04-17 08:21:36,100,1.07,OFF
2026-04-17 08:21:48,100,1.07,OFF
2026-04-17 08:22:00,0,1.07,ON
2026-04-17 08:22:12,100,1.07,OFF
2026-04-17 08:22:24,0,1.07,ON
2026-04-17 08:22:36,100,1.07,OFF
2026-04-17 08:22:46,100,1.07,OFF
2026-04-17 08:22:56,0,1.07,ON
2026-04-17 08:23:08,100,1.07,OFF
2026-04-17 08:23:20,100,1.07,OFF
2026-04-17 08:23:32,0,1.07,ON
2026-04-17 08:23:44,100,1.07,OFF
2026-04-17 08:23:56,100,1.07,OFF
2026-04-17 08:24:08,0,1.07,ON
2026-04-17 08:24:20,0,1.07,ON
2026-04-17 08:24:32,100,1.07,OFF
2026-04-17 08:24:44,0,1.07,ON
2026-04-17 08:24:56,0,1.07,ON
2026-04-17 08:25:08,0,1.07,ON
2026-04-17 08:25:20,100,1.07,OFF
2026-04-17 08:25:32,0,1.07,ON
2026-04-17 08:25:44,0,1.07,ON
2026-04-17 08:25:56,0,1.07,ON
2026-04-17 08:26:08,0,1.07,ON
2026-04-17 08:26:20,100,1.07,OFF
2026-04-17 08:26:30,100,1.07,OFF
2026-04-17 08:26:40,100,1.07,OFF
2026-04-17 08:26:52,100,1.07,OFF
2026-04-17 08:27:02,0,1.07,ON
2026-04-17 08:27:12,0,1.07,ON
2026-04-17 08:27:24,100,1.07,OFF
2026-04-17 08:27:36,100,1.07,OFF
2026-04-17 08:27:48,0,1.07,ON
2026-04-17 08:28:00,0,1.07,ON
2026-04-17 08:28:10,100,1.07,OFF
2026-04-17 08:28:20,0,1.07,ON
2026-04-17 08:28:32,100,1.07,OFF
2026-04-17 08:28:42,100,1.07,OFF
2026-04-17 08:28:52,100,1.07,OFF
2026-04-17 08:29:04,100,1.07,OFF
2026-04-17 08:29:17,0,1.07,ON
2026-04-17 08:29:29,100,1.07,OFF
2026-04-17 08:29:41,0,1.07,ON
2026-04-17 08:29:53,100,1.07,OFF
2026-04-17 08:30:05,100,1.07,OFF
2026-04-17 08:30:15,0,1.07,ON
2026-04-17 08:30:25,0,1.07,ON
2026-04-17 08:30:37,100,1.07,OFF
2026-04-17 08:30:49,39.4,1.07,OFF
2026-04-17 08:31:01,100,1.07,OFF
2026-04-17 08:31:13,100,1.07,OFF
2026-04-17 08:31:25,100,1.07,OFF
2026-04-17 08:31:37,0,1.07,ON
2026-04-17 08:31:49,100,1.07,OFF
2026-04-17 08:32:01,100,1.07,OFF
2026-04-17 08:32:13,0,1.07,ON
2026-04-17 08:32:25,0,1.07,ON
2026-04-17 08:32:37,100,1.07,OFF
2026-04-17 08:32:49,0,1.07,ON
2026-04-17 08:33:01,0,1.07,ON
2026-04-17 08:33:13,100,1.07,OFF
2026-04-17 08:33:25,0,1.07,ON
2026-04-17 08:33:35,0,1.07,ON
2026-04-17 08:33:45,100,1.07,OFF
2026-04-17 08:33:57,100,1.07,OFF
2026-04-17 08:34:09,100,1.07,OFF
2026-04-17 08:34:21,100,1.07,OFF
2026-04-17 08:34:33,100,1.07,OFF
2026-04-17 08:34:45,78.9,1.07,OFF
2026-04-17 08:34:57,100,1.07,OFF
2026-04-17 08:35:09,0,1.07,ON
2026-04-17 08:35:21,100,1.07,OFF
2026-04-17 08:35:33,100,1.07,OFF
2026-04-17 08:35:45,0,1.07,ON
2026-04-17 08:35:55,0,1.07,ON
2026-04-17 08:36:05,100,1.07,OFF
2026-04-17 08:36:17,0,1.07,ON
2026-04-17 08:36:29,0,1.07,ON
2026-04-17 08:36:41,100,1.07,OFF
2026-04-17 08:36:53,0,1.07,ON
2026-04-17 08:37:05,100,1.07,OFF
2026-04-17 08:37:17,100,1.07,OFF
2026-04-17 08:37:29,0,1.07,ON
2026-04-17 08:37:41,100,1.07,OFF
2026-04-17 08:37:53,100,1.07,OFF
2026-04-17 08:38:05,39.4,1.07,OFF
2026-04-17 08:38:17,0,1.07,ON
2026-04-17 08:38:29,100,1.07,OFF
2026-04-17 08:38:41,0,1.07,ON
2026-04-17 08:38:51,0,1.07,ON
2026-04-17 08:39:01,0,1.07,ON
2026-04-17 08:39:13,100,1.07,OFF
2026-04-17 08:39:25,100,1.07,OFF
2026-04-17 08:39:37,0,1.07,ON
2026-04-17 08:39:49,0,1.07,ON
2026-04-17 08:40:01,0,1.07,ON
2026-04-17 08:40:13,0,1.07,ON
2026-04-17 08:40:26,0,1.07,ON
2026-04-17 08:40:38,100,1.07,OFF
2026-04-17 08:40:50,100,1.07,OFF
2026-04-17 08:41:02,9.8,1.07,ON
2026-04-17 08:41:14,0,1.07,ON
2026-04-17 08:41:26,0,1.07,ON
2026-04-17 08:41:38,100,1.07,OFF
2026-04-17 08:41:50,0,1.07,ON
2026-04-17 08:42:02,39.4,1.07,OFF
2026-04-17 08:42:14,0,1.07,ON
2026-04-17 08:42:26,0,1.07,ON
2026-04-17 08:42:38,100,1.07,OFF
2026-04-17 08:42:50,100,1.07,OFF
2026-04-17 08:43:02,0,1.07,ON
2026-04-17 08:43:14,0,1.07,ON
2026-04-17 08:43:26,100,1.07,OFF
2026-04-17 08:43:38,100,1.07,OFF
2026-04-17 08:43:50,0,1.07,ON
2026-04-17 08:44:02,0,1.07,ON
2026-04-17 08:44:14,0,1.07,ON
2026-04-17 08:44:26,4.9,1.07,ON
2026-04-17 08:44:38,0,1.07,ON
2026-04-17 08:44:50,39.4,1.07,OFF
2026-04-17 08:45:02,0,1.07,ON
2026-04-17 08:45:14,0,1.07,ON
2026-04-17 08:45:26,100,1.07,OFF
2026-04-17 08:45:38,0,1.07,ON
2026-04-17 08:45:50,0,1.07,ON
2026-04-17 08:46:02,0,1.07,ON
2026-04-17 08:46:14,0.6,1.07,ON
2026-04-17 08:46:26,100,1.07,OFF
2026-04-17 08:46:38,78.9,1.07,OFF
2026-04-17 08:46:50,0,1.07,ON
2026-04-17 08:47:02,0,1.07,ON
2026-04-17 08:47:14,0,1.07,ON
2026-04-17 08:47:26,100,1.07,OFF
2026-04-17 08:47:38,100,1.07,OFF
2026-04-17 08:47:50,100,1.07,OFF
2026-04-17 08:48:02,0,1.07,ON
2026-04-17 08:48:14,0,1.07,ON
2026-04-17 08:48:26,100,1.07,OFF
2026-04-17 08:48:38,100,1.07,OFF
2026-04-17 08:48:50,100,1.07,OFF
2026-04-17 08:49:02,0,1.07,ON
2026-04-17 08:49:14,0,1.07,ON
2026-04-17 08:49:26,100,1.07,OFF
2026-04-17 08:49:38,0,1.07,ON
2026-04-17 08:49:50,100,1.07,OFF
2026-04-17 08:50:02,0,1.07,ON
2026-04-17 08:50:14,0,1.07,ON
2026-04-17 08:50:26,0,1.07,ON
2026-04-17 08:50:36,100,1.07,OFF
2026-04-17 08:50:46,100,1.07,OFF
2026-04-17 08:50:58,100,1.07,OFF
2026-04-17 08:51:10,100,1.07,OFF
2026-04-17 08:51:22,100,1.07,OFF
2026-04-17 08:51:35,0,1.07,ON
2026-04-17 08:51:47,100,1.07,OFF
2026-04-17 08:51:59,100,1.07,OFF
2026-04-17 08:52:11,100,1.07,OFF
2026-04-17 08:52:23,100,1.07,OFF
2026-04-17 08:52:35,0,1.07,ON
2026-04-17 08:52:47,0,1.07,ON
2026-04-17 08:52:59,0,1.07,ON
2026-04-17 08:53:11,0,1.07,ON
2026-04-17 08:53:23,100,1.07,OFF
2026-04-17 08:53:35,0,1.07,ON
2026-04-17 08:53:47,100,1.07,OFF
2026-04-17 08:53:59,100,1.07,OFF
2026-04-17 08:54:11,100,1.07,OFF
2026-04-17 08:54:23,100,1.07,OFF
2026-04-17 08:54:35,100,1.07,OFF
2026-04-17 08:54:47,100,1.07,OFF
2026-04-17 08:54:59,0,1.07,ON
2026-04-17 08:55:09,0,1.07,ON
2026-04-17 08:55:19,100,1.07,OFF
2026-04-17 08:55:31,0,1.07,ON
2026-04-17 08:55:43,0,1.07,ON
2026-04-17 08:55:55,100,1.07,OFF
2026-04-17 08:56:07,100,1.07,OFF
2026-04-17 08:56:19,100,1.07,OFF
2026-04-17 08:56:31,100,1.07,OFF
2026-04-17 08:56:43,0,1.07,ON
2026-04-17 08:56:55,100,1.07,OFF
2026-04-17 08:57:07,0,1.07,ON
2026-04-17 08:57:19,100,1.07,OFF
2026-04-17 08:57:31,0,1.07,ON
2026-04-17 08:57:43,100,1.07,OFF
2026-04-17 08:57:55,100,1.07,OFF
2026-04-17 08:58:07,0,1.07,ON
2026-04-17 08:58:19,0,1.07,ON
2026-04-17 08:58:31,0,1.07,ON
2026-04-17 08:58:43,100,1.07,OFF
2026-04-17 08:58:55,100,1.07,OFF
2026-04-17 08:59:07,0,1.07,ON
2026-04-17 08:59:19,100,1.07,OFF
2026-04-17 08:59:31,100,1.07,OFF
2026-04-17 08:59:43,100,1.07,OFF
2026-04-17 08:59:55,100,1.07,OFF
2026-04-17 09:00:07,0,1.07,ON
2026-04-17 09:00:19,0,1.07,ON
2026-04-17 09:00:31,0,1.07,ON
2026-04-17 09:00:43,100,1.07,OFF
2026-04-17 09:00:55,100,1.07,OFF
2026-04-17 09:01:07,0,1.07,ON
2026-04-17 09:01:19,0,1.07,ON
2026-04-17 09:01:31,0,1.07,ON
2026-04-17 09:01:43,39.4,1.07,OFF
2026-04-17 09:01:55,100,1.07,OFF
2026-04-17 09:02:07,100,1.07,OFF
2026-04-17 09:02:19,100,1.07,OFF
2026-04-17 09:02:32,0,1.07,ON
2026-04-17 09:02:44,0,1.07,ON
2026-04-17 09:02:56,0,1.07,ON
2026-04-17 09:03:08,100,1.07,OFF
2026-04-17 09:03:20,0,1.07,ON
2026-04-17 09:03:32,100,1.07,OFF
